"date_time","milk_prod_per_cow_kg"
"1975-01-01 05:00:00",11.2174544049777
"1975-01-01 17:00:00",10.6718221519617
"1975-01-02 05:00:00",10.9079057855982
"1975-01-02 17:00:00",11.0396988264908
"1975-01-03 05:00:00",12.5330301803732
"1975-01-03 17:00:00",10.694457050589
"1975-01-04 05:00:00",10.8716451775233
"1975-01-04 17:00:00",10.483452959469
"1975-01-05 05:00:00",11.1285179149611
"1975-01-05 17:00:00",10.9652542410303
"1975-01-06 05:00:00",12.4701934854146
"1975-01-06 17:00:00",10.3636174023167
"1975-01-07 05:00:00",11.1609342987605
"1975-01-07 17:00:00",9.71637409855792
"1975-01-08 05:00:00",10.9964580334161
"1975-01-08 17:00:00",10.5320030441119
"1975-01-09 05:00:00",11.4158662964821
"1975-01-09 17:00:00",10.6590823281968
"1975-01-10 05:00:00",11.056573538527
"1975-01-10 17:00:00",10.0001898459362
"1975-01-11 05:00:00",11.6708381229645
"1975-01-11 17:00:00",10.004583059243
"1975-01-12 05:00:00",10.731479833747
"1975-01-12 17:00:00",9.92484638775392
"1975-01-13 05:00:00",11.6796804104622
"1975-01-13 17:00:00",9.56459127802536
"1975-01-14 05:00:00",11.4769110379061
"1975-01-14 17:00:00",9.61711535123732
"1975-01-15 05:00:00",10.6546961178501
"1975-01-15 17:00:00",10.3122035612764
"1975-01-16 05:00:00",10.4566639580981
"1975-01-16 17:00:00",10.6028376376392
"1975-01-17 05:00:00",11.3453247136568
"1975-01-17 17:00:00",10.045733808586
"1975-01-18 05:00:00",9.82903174762352
"1975-01-18 17:00:00",10.3650072983447
"1975-01-19 05:00:00",10.8590977502612
"1975-01-19 17:00:00",9.9802040779255
"1975-01-20 05:00:00",10.6529327361236
"1975-01-20 17:00:00",9.88060870434859
"1975-01-21 05:00:00",8.10562020818618
"1975-01-21 17:00:00",10.1111818366387
"1975-01-22 05:00:00",10.9901867815281
"1975-01-22 17:00:00",9.15488952513814
"1975-01-23 05:00:00",9.54999683670695
"1975-01-23 17:00:00",10.1934533764124
"1975-01-24 05:00:00",10.3551013326839
"1975-01-24 17:00:00",8.96283582184026
"1975-01-25 05:00:00",9.78183928820396
"1975-01-25 17:00:00",10.037078782696
"1975-01-26 05:00:00",10.3023526154577
"1975-01-26 17:00:00",9.64283771009476
"1975-01-27 05:00:00",10.2340840303663
"1975-01-27 17:00:00",10.78769470313
"1975-01-28 05:00:00",9.53513866890112
"1975-01-28 17:00:00",9.1110302570143
"1975-01-29 05:00:00",9.97417180749672
"1975-01-29 17:00:00",10.13728714154
"1975-01-30 05:00:00",9.61458095019868
"1975-01-30 17:00:00",9.60305285067741
"1975-01-31 05:00:00",9.95980349893309
"1975-01-31 17:00:00",9.90176695496442
"1975-02-01 05:00:00",9.69041744894415
"1975-02-01 17:00:00",9.37642808696327
"1975-02-02 05:00:00",9.42670308973487
"1975-02-02 17:00:00",10.0183849982675
"1975-02-03 05:00:00",10.347036231669
"1975-02-03 17:00:00",9.70879259532756
"1975-02-04 05:00:00",10.2403944641105
"1975-02-04 17:00:00",8.90178474917269
"1975-02-05 05:00:00",10.4809816720953
"1975-02-05 17:00:00",9.85472076440242
"1975-02-06 05:00:00",10.4423718547013
"1975-02-06 17:00:00",9.92398346767252
"1975-02-07 05:00:00",11.0138205227255
"1975-02-07 17:00:00",10.0827157921731
"1975-02-08 05:00:00",10.7272895478902
"1975-02-08 17:00:00",9.52450310939576
"1975-02-09 05:00:00",11.2672702944129
"1975-02-09 17:00:00",10.669887682985
"1975-02-10 05:00:00",11.3538431984979
"1975-02-10 17:00:00",9.85414190853827
"1975-02-11 05:00:00",11.4342373575938
"1975-02-11 17:00:00",10.3793084245893
"1975-02-12 05:00:00",11.2200322218878
"1975-02-12 17:00:00",9.79672450071493
"1975-02-13 05:00:00",10.7866993830078
"1975-02-13 17:00:00",10.4453317939813
"1975-02-14 05:00:00",12.685665177096
"1975-02-14 17:00:00",10.2075510037136
"1975-02-15 05:00:00",12.6251690485897
"1975-02-15 17:00:00",11.031185323984
"1975-02-16 05:00:00",12.5355768347822
"1975-02-16 17:00:00",10.2051399136415
"1975-02-17 05:00:00",11.7520671079516
"1975-02-17 17:00:00",11.3140135152165
"1975-02-18 05:00:00",12.4436415378957
"1975-02-18 17:00:00",11.1088970470586
"1975-02-19 05:00:00",12.950147032041
"1975-02-19 17:00:00",11.3507265570881
"1975-02-20 05:00:00",13.7785546836853
"1975-02-20 17:00:00",11.3829992712513
"1975-02-21 05:00:00",13.5349904860097
"1975-02-21 17:00:00",10.8895550266975
"1975-02-22 05:00:00",13.5836274090505
"1975-02-22 17:00:00",11.403180313506
"1975-02-23 05:00:00",14.0457866709239
"1975-02-23 17:00:00",11.7224531448362
"1975-02-24 05:00:00",12.9146896891752
"1975-02-24 17:00:00",11.4238186334475
"1975-02-25 05:00:00",13.5897817365597
"1975-02-25 17:00:00",10.89562992141
"1975-02-26 05:00:00",13.8778296021464
"1975-02-26 17:00:00",11.876197679205
"1975-02-27 05:00:00",14.9208496459375
"1975-02-27 17:00:00",11.7141150419729
"1975-02-28 05:00:00",14.3786951400181
"1975-02-28 17:00:00",11.9990079580077
